,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
2553,2553,retained,53.0,43.0,304.4582433,1289,324.0,0.0,635.3088224,264.0176477,18,13,iPhone
2554,2554,retained,48.0,43.0,110.9377356,93,315.0,31.0,2898.89906,717.4695295,19,12,Android
2556,2556,churned,41.0,34.0,103.3457409,191,137.0,42.0,7418.202541,3672.999333,7,7,iPhone
2557,2557,retained,42.0,34.0,68.16583047,2343,107.0,0.0,1931.642261,1097.378407,7,7,iPhone
2558,2558,retained,30.0,25.0,85.75904176,3269,0.0,2.0,1045.586593,473.7678671,31,24,iPhone
2559,2559,retained,47.0,38.0,119.9358265,401,31.0,0.0,4090.857501,1446.813951,15,12,iPhone
2560,2560,retained,24.0,21.0,115.034592,1255,58.0,22.0,3794.047317,1656.961723,28,18,iPhone
2561,2561,retained,68.0,58.0,69.14989278,1969,78.0,42.0,1475.694006,816.8192174,0,0,iPhone
2562,2562,retained,181.0,145.0,226.9373217,880,391.0,0.0,2566.120726,139.2000497,18,17,iPhone
2563,2563,retained,118.0,95.0,297.3339624,3331,186.0,76.0,1155.100795,719.4852082,11,5,Android
2564,2564,retained,73.0,60.0,171.2568703,825,0.0,0.0,2413.892812,1133.397034,17,15,iPhone
2565,2565,churned,65.0,54.0,87.99424286,36,430.0,4.0,2720.213731,1646.841899,21,15,iPhone
2566,2566,churned,76.0,61.0,231.261025,1228,71.0,0.0,9923.95054075,4907.0501746,6,6,iPhone
2567,2567,retained,34.0,33.0,54.35507047,2180,22.0,0.0,2545.615646,1377.036123,16,9,iPhone
2568,2568,retained,43.0,35.0,139.9979834,3421,133.0,0.0,2523.219752,915.3753908,19,14,iPhone
2569,2569,retained,9.0,8.0,72.52455881,2556,153.0,0.0,3220.919817,2142.359758,4,3,iPhone
2570,2570,retained,6.0,5.0,252.9252153,2782,350.0,107.5,6167.452989,2444.138677,25,19,Android
2571,2571,retained,25.0,24.0,117.7732136,2892,348.0,107.5,6275.63744,1017.776815,19,17,Android
2572,2572,retained,101.0,81.0,110.4623212,652,1.0,0.0,4230.338776,1196.158073,23,16,iPhone
2573,2573,retained,243.0,202.5,478.1847411,1280,0.0,21.0,9918.101091,2758.147975,14,14,iPhone
2575,2575,retained,58.0,46.0,127.9500318,2364,0.0,0.0,3762.890379,2527.360811,7,7,iPhone
2576,2576,retained,32.0,28.0,65.58492691,755,12.0,6.0,2217.140997,1657.962148,13,12,Android
2577,2577,churned,114.0,92.0,166.5743617,2639,0.0,3.0,4730.453513,3718.933701,12,10,iPhone
2579,2579,retained,111.0,95.0,388.9528877,3235,98.0,5.0,4420.7864,2681.1763,0,0,iPhone
2580,2580,churned,12.0,10.0,43.76340754,221,99.0,9.0,1807.375564,738.7854801,11,11,Android
2581,2581,retained,71.0,61.0,180.5395956,608,0.0,6.0,3321.175255,1625.138168,11,7,iPhone
2582,2582,retained,55.0,51.0,240.334884,1597,175.0,0.0,4811.475284,2920.410427,26,23,iPhone
2583,2583,churned,243.0,202.5,362.1350319,508,128.0,48.0,9923.95054075,1296.527153,5,1,iPhone
2584,2584,retained,243.0,202.5,322.3444266,1458,217.0,6.0,8396.865121,1059.282564,7,7,iPhone
2585,2585,retained,7.0,6.0,34.71944295,2594,14.0,107.5,1444.719466,607.5717681,8,4,Android
2586,2586,retained,33.0,27.0,38.61547589,1936,0.0,0.0,7179.647766,4652.000916,7,7,Android
2587,2587,retained,71.0,58.0,154.5378954,1072,0.0,59.0,3134.312997,1773.812458,25,22,Android
2588,2588,retained,12.0,12.0,29.43930639,1499,40.0,52.0,3549.277409,1725.857974,17,17,Android
2589,2589,retained,116.0,96.0,362.7893142,2988,7.0,107.5,566.1503012,400.5520184,12,12,Android
2590,2590,retained,13.0,11.0,52.65032597,1900,11.0,73.0,4396.922002,2596.805141,7,7,iPhone
2591,2591,retained,45.0,36.0,80.3587519,79,0.0,14.0,1911.976109,821.9269607,17,15,iPhone
2592,2592,retained,70.0,57.0,74.23399443,3313,52.0,0.0,6324.277602,662.1919917,10,9,iPhone
2593,2593,churned,57.0,53.0,164.3166313,3077,338.0,60.0,3943.216111,2573.305236,0,0,Android
2594,2594,retained,37.0,29.0,90.65489084,1803,0.0,22.0,3018.933229,292.0347888,21,21,iPhone
2595,2595,retained,45.0,38.0,498.16452556,1114,0.0,86.0,3148.647648,749.7598028,24,19,Android
2596,2596,churned,96.0,77.0,278.9944554,2781,4.0,10.0,3693.334146,831.9268794,20,15,iPhone
2597,2597,retained,33.0,31.0,206.9580135,320,217.0,94.0,6285.583821,1682.951379,12,12,iPhone
2598,2598,retained,22.0,22.0,146.297772,1711,0.0,0.0,5463.136235,3058.6151,24,22,Android
2599,2599,retained,8.0,8.0,47.92573315,2439,12.0,43.0,2000.690805,703.1812457,21,18,Android
2600,2600,retained,14.0,11.0,143.6846857,1855,15.0,0.0,1417.042704,586.2025054,29,20,iPhone
2601,2601,retained,160.0,128.0,199.1966996,2187,252.0,0.0,2583.479845,1190.122454,20,15,iPhone
2602,2602,churned,237.0,202.5,258.6087984,216,4.0,0.0,5043.267973,3630.142856,6,5,Android
2603,2603,retained,111.0,89.0,150.6181128,2291,25.0,51.0,5290.123341,2267.466533,10,8,Android
2604,2604,retained,61.0,49.0,62.30202048,2685,146.0,0.0,3622.923597,2489.168374,24,24,Android
2605,2605,retained,11.0,11.0,73.18632622,2753,73.0,3.0,1590.725809,782.0667362,24,22,Android
2606,2606,churned,165.0,133.0,217.7636163,550,0.0,0.0,5392.897778,1721.823303,1,1,iPhone
2607,2607,churned,202.0,163.0,284.5407238,286,140.0,0.0,9305.432341,4907.0501746,7,3,iPhone
2608,2608,retained,7.0,6.0,24.7070386,952,97.0,0.0,7816.078449,4309.397294,18,18,Android
2609,2609,retained,116.0,95.0,229.8870514,1662,64.0,0.0,3686.400316,1222.109071,18,13,Android
2610,2610,retained,35.0,28.0,167.9433704,1282,87.0,6.0,579.6196262,289.3508114,17,14,Android
2611,2611,retained,107.0,85.0,128.150137,1731,0.0,12.0,2040.015711,832.2528073,16,10,iPhone
2612,2612,churned,9.0,9.0,163.844834,1375,430.0,0.0,2195.563736,1206.947275,1,1,iPhone
2613,2613,retained,237.0,190.0,245.4268806,545,32.0,107.5,1759.366945,386.7163242,30,23,Android
2614,2614,retained,23.0,19.0,69.47506829,2171,31.0,81.0,1247.215508,304.8564562,27,21,iPhone
2616,2616,retained,125.0,103.0,166.8163126,3117,27.0,57.0,7307.88181,804.8554738,18,18,iPhone
2617,2617,retained,75.0,60.0,112.9295661,2742,224.0,0.0,2464.992071,556.8347177,14,7,Android
2618,2618,retained,13.0,12.0,67.7584707,1896,96.0,14.0,7467.190528,1734.884181,17,12,iPhone
2619,2619,retained,40.0,32.0,250.1376388,2965,172.0,0.0,9923.95054075,4907.0501746,1,0,iPhone
2620,2620,retained,17.0,14.0,112.9424852,1322,282.0,19.0,5434.001096,1016.758409,23,17,iPhone
2621,2621,churned,51.0,41.0,208.4088899,1372,430.0,1.0,5624.499138,1507.282349,17,15,iPhone
2623,2623,churned,55.0,44.0,68.98042036,902,430.0,3.0,3127.620375,1763.627487,13,6,iPhone
2624,2624,churned,47.0,38.0,135.6300655,3201,0.0,107.5,2656.980631,1188.559926,4,4,iPhone
2625,2625,retained,243.0,202.5,467.3634251,2552,65.0,1.0,1472.467241,803.1408786,22,21,iPhone
2626,2626,retained,6.0,5.0,102.1453576,1022,0.0,0.0,6246.595323,4480.664177,31,24,iPhone
2627,2627,retained,21.0,17.0,312.2644337,2526,44.0,31.0,6751.32759,3196.45004,31,29,Android
2628,2628,retained,115.0,93.0,229.1667206,1805,2.0,0.0,2753.366243,526.9826657,8,8,Android
2629,2629,retained,2.0,2.0,151.7307976,2745,91.0,0.0,5711.371932,3203.334827,1,1,iPhone
2630,2630,retained,59.0,48.0,119.0982939,2132,155.0,74.0,3495.650961,1480.230111,13,8,iPhone
2631,2631,churned,19.0,19.0,101.5182283,180,90.0,22.0,2295.613177,574.1967806,5,2,iPhone
2632,2632,retained,17.0,17.0,289.5436902,1063,37.0,0.0,7604.645782,4478.975273,28,24,iPhone
2633,2633,retained,65.0,53.0,107.1889262,2004,256.0,0.0,281.2265726,225.2704138,15,11,iPhone
2634,2634,churned,37.0,30.0,77.02740315,862,0.0,75.0,5701.574523,1760.145994,1,0,Android
2635,2635,retained,39.0,32.0,184.0057209,895,430.0,0.0,1675.706045,1352.253468,27,24,iPhone
2636,2636,retained,81.0,65.0,114.1146457,3199,217.0,3.0,1568.670827,929.0638684,8,5,iPhone
2638,2638,retained,61.0,50.0,205.6739786,1535,0.0,18.0,1891.091032,672.606967,20,20,iPhone
2639,2639,retained,3.0,2.0,223.5667977,1985,148.0,107.5,4733.531036,2467.34607,17,10,iPhone
2640,2640,retained,64.0,51.0,276.3079955,1031,0.0,20.0,6032.723617,2580.916073,8,8,Android
2641,2641,churned,48.0,41.0,105.4731008,3096,92.0,107.5,1124.975823,320.0877821,2,0,iPhone
2642,2642,retained,20.0,20.0,57.21147899,3188,17.0,69.0,2780.299904,1185.826825,22,21,iPhone
2643,2643,retained,16.0,14.0,68.29044775,619,0.0,107.5,4517.277988,2543.998467,13,6,iPhone
2644,2644,retained,44.0,44.0,238.7878945,1771,270.0,0.0,6747.428408,3731.721898,12,12,iPhone
2645,2645,retained,1.0,1.0,64.15592624,454,0.0,71.0,2915.542965,795.3139259,9,3,iPhone
2646,2646,retained,28.0,28.0,95.78745615,1927,0.0,64.0,1668.440926,1319.10175,6,5,iPhone
2647,2647,retained,37.0,35.0,61.25749572,2620,0.0,0.0,3865.737158,1841.229539,13,11,iPhone
2648,2648,churned,140.0,117.0,168.8545836,1478,0.0,107.5,3066.494959,1940.061032,19,15,Android
2649,2649,retained,192.0,154.0,498.16452556,1064,232.0,0.0,2451.185987,826.050241,16,13,Android
2650,2650,retained,6.0,5.0,33.79080211,589,178.0,107.5,1648.98473,1057.186346,13,13,iPhone
2651,2651,retained,14.0,11.0,25.66440321,2580,117.0,0.0,2550.06262,1579.927819,15,12,iPhone
2652,2652,retained,127.0,108.0,414.3603537,917,27.0,7.0,3293.673905,1777.834763,8,8,Android
2653,2653,retained,0.0,0.0,142.2180893,3234,134.0,42.0,628.8536095,54.84642225,23,21,iPhone
2654,2654,retained,122.0,98.0,231.5321539,3204,0.0,17.0,994.0594204,621.7593586,30,27,Android
2656,2656,retained,129.0,104.0,231.6780406,2747,404.0,0.0,1773.825509,909.7043047,30,20,iPhone
2657,2657,retained,14.0,12.0,49.54772664,2876,0.0,7.0,9077.519506,4907.0501746,0,0,iPhone
2658,2658,retained,63.0,50.0,211.4633279,3103,87.0,11.0,4575.366237,2916.534732,9,9,iPhone
2659,2659,retained,2.0,2.0,153.4593198,400,430.0,101.0,706.4684705,537.7097407,29,22,iPhone
2660,2660,retained,98.0,81.0,118.2032312,740,85.0,27.0,9923.95054075,4907.0501746,27,25,iPhone
2661,2661,retained,9.0,9.0,82.56272055,519,168.0,0.0,5719.950525,2230.813301,17,11,iPhone
2662,2662,retained,81.0,67.0,150.6085768,3122,111.0,21.0,1948.315544,1099.209109,4,4,iPhone
2663,2663,retained,138.0,111.0,422.8712838,2616,0.0,4.0,3702.127194,2305.80436,10,9,Android
2664,2664,retained,61.0,53.0,114.3027454,89,237.0,0.0,4116.32457,2233.695993,21,21,iPhone
2665,2665,retained,37.0,37.0,57.02615682,1807,273.0,14.0,1393.941023,842.9427168,1,1,Android
2666,2666,retained,62.0,50.0,154.5411267,3484,83.0,34.0,3598.339407,2792.774125,28,22,Android
2668,2668,retained,33.0,27.0,144.2916658,1464,12.0,0.0,6783.446821,3356.388084,8,2,Android
2669,2669,retained,55.0,45.0,166.4889381,668,0.0,60.0,4996.597936,2131.352506,14,8,Android
2670,2670,retained,243.0,202.5,359.5797048,2943,284.0,59.0,2084.282645,905.3902124,18,18,iPhone
2671,2671,retained,47.0,41.0,85.65426612,384,197.0,0.0,4240.512401,3003.145091,13,8,Android
2672,2672,churned,243.0,202.5,343.9364895,101,202.0,0.0,9040.160685,4907.0501746,14,8,Android
2673,2673,retained,21.0,17.0,135.854397,108,197.0,21.0,3335.615606,296.332533,29,21,iPhone
2674,2674,retained,39.0,31.0,77.64360711,2609,430.0,56.0,2633.086565,554.3044657,9,6,Android
2675,2675,churned,54.0,44.0,135.6547871,2951,105.0,50.0,5240.082257,3825.079901,22,22,Android
2676,2676,retained,27.0,22.0,79.88882722,2347,126.0,56.0,2352.586036,1723.323887,15,14,iPhone
2677,2677,retained,26.0,23.0,171.3582513,2154,278.0,107.5,5556.346004,1314.686013,21,21,Android
2678,2678,retained,89.0,73.0,498.16452556,583,10.0,33.0,1716.547809,1378.144203,10,5,iPhone
2679,2679,retained,243.0,202.5,283.4088704,3042,22.0,79.0,537.9674963,167.3596309,6,6,iPhone
2680,2680,retained,2.0,2.0,227.2907927,1611,22.0,0.0,1662.06894,438.3338993,28,22,Android
2681,2681,retained,24.0,24.0,247.9551398,464,105.0,28.0,3457.663703,1824.324491,10,3,iPhone
2682,2682,retained,70.0,59.0,121.7772408,2597,323.0,0.0,7656.666517,1639.017199,18,13,iPhone
2684,2684,retained,21.0,17.0,35.47047409,2344,55.0,50.0,1996.628805,287.5633044,31,22,iPhone
2685,2685,churned,26.0,23.0,114.3096816,459,261.0,0.0,2272.197652,940.9147966,7,6,iPhone
2686,2686,retained,111.0,89.0,498.16452556,2853,430.0,7.0,9923.95054075,4845.45303,5,0,Android
2687,2687,retained,9.0,8.0,75.83483522,692,62.0,0.0,2372.966456,1648.052313,16,14,iPhone
2688,2688,retained,133.0,107.0,498.16452556,3418,23.0,0.0,3780.835609,1355.131989,1,1,iPhone
2690,2690,retained,37.0,37.0,131.0264653,3494,27.0,0.0,2272.961167,1798.569451,21,19,iPhone
2691,2691,retained,27.0,22.0,107.3253137,1559,0.0,107.5,4599.595074,779.7084998,13,11,Android
2692,2692,churned,102.0,82.0,263.3171321,744,0.0,0.0,390.6987455,214.2795766,1,1,Android
2693,2693,retained,100.0,85.0,138.7232722,3379,6.0,0.0,693.9852825,366.3788636,5,0,iPhone
2694,2694,churned,164.0,132.0,173.7367967,2033,314.0,24.0,1134.498494,601.2269508,0,0,Android
2695,2695,retained,58.0,48.0,75.3229724,3078,0.0,0.0,6415.692222,4812.786681,8,2,iPhone
2696,2696,churned,8.0,8.0,9.361384008,3033,240.0,0.0,3944.244441,1155.311743,16,10,iPhone
2697,2697,retained,39.0,32.0,53.01436731,2091,392.0,34.0,887.5134147,581.8959578,12,8,Android
2698,2698,churned,30.0,24.0,51.99990422,66,102.0,9.0,4331.159721,1009.489239,8,4,Android
2699,2699,retained,31.0,26.0,39.45262847,893,1.0,25.0,9923.95054075,440.7444297,22,20,iPhone
2700,2700,retained,3.0,3.0,27.42707551,2109,344.0,0.0,4663.108432,1630.13856,26,20,iPhone
2702,2702,retained,72.0,62.0,153.1650088,3397,226.0,32.0,1948.284637,624.9340635,20,15,iPhone
2703,2703,retained,66.0,55.0,498.16452556,148,157.0,53.0,3626.459889,1381.798522,29,22,Android
2704,2704,retained,14.0,11.0,28.48136292,2356,47.0,28.0,1700.208351,629.5757772,22,22,Android
2706,2706,retained,19.0,15.0,217.5251173,610,21.0,0.0,4165.162074,1903.114595,24,19,iPhone
2707,2707,retained,92.0,74.0,484.5971678,3139,255.0,4.0,4168.985298,2053.10634,7,7,iPhone
2708,2708,retained,67.0,56.0,72.56344538,1120,72.0,85.0,5047.276908,4112.917078,26,16,Android
2709,2709,retained,2.0,2.0,39.40193875,1657,0.0,20.0,6578.988109,4907.0501746,29,23,Android
2710,2710,retained,204.0,163.0,292.4624791,790,80.0,0.0,6422.373322,4033.71332,29,21,iPhone
2711,2711,retained,144.0,115.0,233.3413977,3069,241.0,0.0,995.9178878,734.0942992,19,13,Android
2712,2712,retained,67.0,54.0,138.2807398,739,143.0,0.0,1636.569381,1314.979678,21,18,iPhone
2713,2713,retained,26.0,26.0,54.08917654,2913,0.0,0.0,7742.060182,3367.520784,4,4,iPhone
2715,2715,retained,166.0,136.0,175.9672828,1100,104.0,0.0,5403.062689,2904.256395,9,8,iPhone
2716,2716,retained,65.0,52.0,293.1135348,3092,24.0,0.0,4397.935344,522.2984632,9,6,iPhone
2717,2717,retained,16.0,13.0,89.97715211,37,1.0,3.0,4589.281496,3215.25811,15,11,Android
2718,2718,retained,199.0,161.0,223.8858604,3269,1.0,0.0,6325.299096,4907.0501746,2,2,Android
2719,2719,retained,243.0,202.5,450.8924107,2785,415.0,107.5,1934.878328,1218.233298,23,16,iPhone
2721,2721,retained,216.0,181.0,220.9574434,3115,47.0,0.0,5914.676836,4726.69097,18,12,iPhone
2722,2722,retained,4.0,3.0,19.41461321,1983,15.0,11.0,1745.199321,1408.496454,17,13,Android
2723,2723,retained,59.0,48.0,203.3560744,1338,106.0,0.0,5474.155634,3425.675192,23,14,Android
2724,2724,churned,14.0,11.0,131.7100813,2848,79.0,51.0,3793.661266,2690.754991,7,5,iPhone
2725,2725,retained,4.0,3.0,43.41904818,306,6.0,0.0,4327.470438,2136.325296,22,17,iPhone
2726,2726,retained,100.0,91.0,498.16452556,1398,321.0,55.0,2068.176789,1112.113566,24,17,iPhone
2727,2727,retained,39.0,39.0,264.014903,3134,0.0,0.0,1603.417858,814.0095486,30,20,Android
2728,2728,retained,23.0,20.0,177.7112875,3420,282.0,0.0,4235.265523,757.0088002,20,11,iPhone
2729,2729,churned,4.0,4.0,74.51066604,1348,11.0,38.0,4355.623925,2225.618879,19,17,iPhone
2730,2730,churned,154.0,139.0,209.8651693,2102,268.0,0.0,4767.858389,1632.089186,23,22,Android
2731,2731,retained,243.0,201.0,349.1541965,1838,293.0,53.0,2007.144911,1146.624593,18,12,Android
2732,2732,retained,63.0,53.0,63.83251062,3338,137.0,50.0,926.345353,368.7366715,3,0,iPhone
2733,2733,retained,79.0,63.0,103.9863714,2686,0.0,0.0,1631.077212,1062.025555,8,7,Android
2734,2734,retained,61.0,49.0,338.9657748,75,34.0,0.0,993.886257,811.8117884,24,23,Android
2735,2735,retained,1.0,1.0,38.98056544,2739,126.0,0.0,2157.771815,1304.853741,26,24,Android
2736,2736,retained,153.0,126.0,164.1386998,1039,151.0,0.0,3531.965203,955.281135,23,17,Android
2737,2737,retained,79.0,63.0,106.1021608,2422,200.0,0.0,1000.529903,609.5161738,7,3,iPhone
2738,2738,retained,19.0,15.0,86.60313899,537,48.0,0.0,7941.80002,1994.475894,21,19,iPhone
2739,2739,retained,243.0,194.0,451.591159,2154,0.0,20.0,2431.154652,1234.816357,13,12,Android
2740,2740,churned,109.0,91.0,160.8846596,1608,71.0,11.0,1453.230388,852.7601686,2,2,iPhone
2741,2741,churned,2.0,1.0,84.66083061,1293,430.0,0.0,5211.67972,2632.127902,6,6,Android
2742,2742,retained,10.0,10.0,139.3431554,3325,227.0,19.0,5626.800806,3756.394254,14,14,Android
2743,2743,retained,21.0,17.0,126.0549093,2747,164.0,28.0,411.753299,161.1124025,4,4,Android
2744,2744,retained,119.0,95.0,205.4442916,2884,0.0,0.0,7199.913449,4123.011725,30,20,Android
2745,2745,retained,215.0,172.0,498.16452556,420,29.0,44.0,2956.99208,1797.075771,30,28,iPhone
2746,2746,retained,27.0,23.0,381.3997787,1209,155.0,0.0,9923.95054075,2386.689518,30,23,iPhone
2747,2747,retained,12.0,11.0,351.166963,1030,93.0,10.0,6668.262137,4907.0501746,4,4,iPhone
2748,2748,retained,3.0,3.0,10.33526652,2846,131.0,0.0,3857.276221,640.581851,1,1,Android
2749,2749,retained,24.0,19.0,72.14352493,332,117.0,0.0,9923.95054075,1880.787798,6,5,Android
2750,2750,retained,21.0,19.0,229.8606854,1054,0.0,45.0,1465.27857,1034.204299,9,4,iPhone
2751,2751,retained,66.0,54.0,498.16452556,2773,132.0,28.0,3130.759462,736.1669561,18,10,Android
2752,2752,retained,84.0,68.0,498.16452556,3200,1.0,0.0,5020.187311,716.2832296,11,6,Android
2753,2753,churned,17.0,15.0,224.0099074,1617,330.0,2.0,1257.860995,452.7915365,12,8,iPhone
2754,2754,retained,72.0,58.0,498.16452556,2558,0.0,3.0,1348.501409,924.9248661,0,0,iPhone
2755,2755,retained,77.0,65.0,194.6396173,2753,159.0,0.0,5172.958693,3973.408206,16,13,Android
2756,2756,retained,8.0,8.0,106.8516498,2277,121.0,85.0,1153.37331,397.5316995,30,29,Android
2757,2757,churned,65.0,63.0,411.6411861,2223,211.0,64.0,2864.784613,641.414234,5,5,iPhone
2758,2758,retained,98.0,78.0,110.938805,525,79.0,60.0,4391.016889,3204.328683,13,9,iPhone
2759,2759,retained,5.0,4.0,111.7895222,1286,0.0,5.0,3694.593662,2767.932072,16,16,Android
2760,2760,retained,5.0,5.0,134.4266866,2308,0.0,0.0,3967.220555,916.7657151,9,8,Android
2761,2761,retained,32.0,28.0,94.19121563,759,178.0,67.0,2645.364521,1059.19536,21,16,iPhone
2762,2762,retained,24.0,20.0,63.98632447,988,0.0,24.0,1795.694046,538.4353042,0,0,Android
2763,2763,churned,10.0,9.0,124.4980677,3260,0.0,58.0,9782.46132,2085.255714,3,2,iPhone
2764,2764,retained,2.0,2.0,183.2527431,423,430.0,5.0,7925.414858,4907.0501746,16,9,iPhone
2765,2765,retained,23.0,21.0,114.3989492,518,0.0,0.0,2311.400451,1221.008617,28,18,iPhone
2766,2766,churned,12.0,12.0,92.98944942,81,44.0,0.0,4548.171295,1195.620036,6,2,Android
2767,2767,churned,116.0,108.0,285.3859931,99,77.0,0.0,1010.652188,784.0702607,28,21,Android
2768,2768,churned,49.0,40.0,132.4600025,974,430.0,64.0,2143.959152,1202.198321,13,7,Android
2769,2769,retained,49.0,39.0,107.3735013,1206,430.0,82.0,3323.070012,1813.598613,22,17,iPhone
2770,2770,churned,20.0,20.0,67.17247498,2685,139.0,0.0,2306.171565,787.5245391,8,6,iPhone
2771,2771,retained,10.0,10.0,89.92385156,1130,35.0,100.0,4596.85123,1194.848771,12,10,iPhone
2772,2772,retained,1.0,1.0,90.32576748,1895,0.0,62.0,2622.860594,1814.574805,2,2,iPhone
2773,2773,retained,39.0,32.0,127.1559572,2966,256.0,107.5,1746.062707,750.3958626,29,28,iPhone
2774,2774,retained,128.0,103.0,391.3194499,726,375.0,0.0,755.258593,496.7434681,3,1,iPhone
2775,2775,retained,18.0,15.0,203.6105785,3187,97.0,15.0,6351.021524,2512.433328,19,18,iPhone
2776,2776,retained,10.0,9.0,35.92463232,872,0.0,33.0,3168.687156,473.9716229,7,4,iPhone
2777,2777,churned,95.0,76.0,136.5922597,2233,179.0,0.0,2408.418509,720.6338889,10,9,Android
2778,2778,retained,24.0,23.0,27.72001274,3257,0.0,39.0,2511.216284,925.7768189,24,18,Android
2779,2779,churned,32.0,26.0,58.88535927,1625,152.0,92.0,5372.344595,2036.710378,4,4,iPhone
2780,2780,retained,222.0,178.0,257.8843941,3491,67.0,0.0,4424.253719,3272.602878,0,0,iPhone
2781,2781,churned,44.0,37.0,131.2067964,1255,430.0,0.0,3590.276768,1530.804203,19,11,iPhone
2782,2782,retained,181.0,151.0,183.4254183,2245,430.0,0.0,2474.541853,1703.079316,21,20,iPhone
2783,2783,retained,67.0,55.0,115.9286784,851,36.0,30.0,6427.198805,831.4291637,31,30,Android
2784,2784,retained,243.0,202.5,498.16452556,2818,0.0,15.0,9923.95054075,3843.195741,14,14,Android
2785,2785,retained,31.0,25.0,76.45218381,1709,197.0,10.0,3783.60345,1119.452863,21,12,iPhone
2786,2786,retained,229.0,184.0,329.6916053,2667,68.0,60.0,3448.003903,2703.592418,0,0,Android
2787,2787,retained,87.0,71.0,365.1228113,52,430.0,28.0,7350.297999,4907.0501746,6,6,iPhone
2788,2788,retained,36.0,31.0,301.8420691,30,327.0,0.0,2626.794591,1046.34715,21,16,iPhone
2789,2789,retained,210.0,169.0,239.5341204,1055,168.0,34.0,1914.879044,635.8711563,30,21,iPhone
2791,2791,churned,30.0,24.0,498.16452556,433,78.0,34.0,3956.794312,2903.20945,3,2,iPhone
2792,2792,retained,127.0,127.0,263.3190972,3455,95.0,47.0,3044.852431,1639.090485,12,8,iPhone
2793,2793,retained,55.0,50.0,156.4521684,1945,0.0,11.0,1634.250152,317.6793461,22,22,Android
2794,2794,retained,80.0,65.0,125.6702261,1088,356.0,72.0,2196.820536,1183.275665,8,8,iPhone
2795,2795,retained,18.0,17.0,125.8503926,1612,0.0,0.0,9923.95054075,4907.0501746,30,20,Android
2796,2796,retained,27.0,27.0,57.82168664,841,61.0,8.0,2847.789415,648.1765463,23,15,iPhone
2797,2797,retained,177.0,148.0,309.1910072,89,210.0,6.0,3142.595861,2372.235189,4,0,iPhone
2798,2798,retained,43.0,36.0,151.8376698,87,163.0,25.0,1554.725499,756.364787,20,13,iPhone
2799,2799,retained,4.0,3.0,89.42356817,2382,0.0,107.5,2823.44042,1582.678461,18,16,Android
2800,2800,retained,142.0,114.0,390.5441525,935,60.0,0.0,2270.403462,1240.542927,14,14,Android
2801,2801,retained,59.0,47.0,149.160979,2004,0.0,84.0,3718.818813,911.2907067,21,20,iPhone
2802,2802,retained,70.0,58.0,107.3244447,689,252.0,22.0,8386.750471,1590.31857,31,26,iPhone
2803,2803,retained,25.0,20.0,258.8956147,981,415.0,0.0,6714.489946,900.6062222,26,20,iPhone
2804,2804,churned,7.0,7.0,60.65513455,2230,430.0,75.0,5164.220501,4053.152827,3,2,Android
2805,2805,retained,179.0,148.0,330.8644204,102,0.0,28.0,5883.183023,1452.084653,11,11,Android
2806,2806,retained,225.0,180.0,331.5921702,2601,95.0,9.0,3238.549391,945.9425459,24,21,iPhone
2807,2807,retained,172.0,138.0,174.4004165,3098,72.0,107.5,6569.630793,2421.952919,30,22,Android
2808,2808,retained,100.0,81.0,146.1256172,633,0.0,0.0,4127.448868,765.5028011,20,20,iPhone
2809,2809,churned,10.0,9.0,13.11023148,805,233.0,107.5,6256.290307,4576.742126,2,2,iPhone
2810,2810,retained,14.0,12.0,215.0788681,2532,150.0,107.5,6168.482254,2906.857458,26,17,Android
2811,2811,retained,35.0,31.0,346.8506746,3276,125.0,61.0,2484.674194,470.5601094,15,13,Android
2812,2812,retained,128.0,103.0,239.1786613,2913,129.0,107.5,1432.126611,303.6540142,30,29,Android
2813,2813,retained,122.0,98.0,177.1599117,1229,8.0,0.0,5666.499909,670.634755,29,25,iPhone
2814,2814,retained,183.0,147.0,206.0643724,940,0.0,101.0,4056.969975,2310.369623,17,17,iPhone
2815,2815,retained,53.0,51.0,69.18758327,2951,114.0,50.0,4749.331437,2363.302953,26,16,Android
2816,2816,churned,75.0,61.0,486.1269109,2082,162.0,0.0,7152.666711,1211.879799,8,4,Android
2817,2817,churned,26.0,21.0,113.2025124,823,36.0,8.0,6459.932916,3865.917383,14,8,iPhone
2818,2818,retained,18.0,16.0,128.8460754,3422,11.0,28.0,5087.293975,1028.376003,19,11,Android
2819,2819,retained,4.0,3.0,10.13120589,2559,213.0,2.0,1667.833758,1016.134834,0,0,Android
2820,2820,churned,79.0,64.0,81.1066349,75,0.0,0.0,3599.622802,1920.286752,9,4,iPhone
2821,2821,churned,62.0,51.0,108.2555873,1955,430.0,58.0,5479.75681,3193.043193,11,11,iPhone
2822,2822,retained,48.0,40.0,176.3591648,1313,251.0,67.0,4587.147547,2563.507725,11,8,iPhone
2823,2823,retained,63.0,63.0,157.9138711,604,193.0,33.0,6679.019492,2860.492319,1,1,Android
2824,2824,retained,94.0,76.0,127.7869291,3422,0.0,0.0,1234.167817,254.1016943,30,26,iPhone
2825,2825,retained,113.0,105.0,255.076622,2078,0.0,0.0,1779.253229,1455.83309,16,11,iPhone
